ticker,drug_name,approval_date,approval_year,app_type_clean,approval_type_weight,drug_novelty_score,market_timing_factor,rss_score,finbert_compound,finbert_positive,finbert_negative,vader_compound,vader_pos,vader_neg,day_of_week,market_cap_category,prior_approvals_count,approval_quarter,return_1d,return_3d,return_7d,price_up_7d
AZN,Abaumab,2018-08-13,2018,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.193,0.0,0,2,1,3,-0.1025,-2.7166,-0.4357,0.0
PFE,Mavlizumab,2018-11-16,2018,BLA,0.8,0.5,0.77,0.689,0.0,0.33,0.33,0.4767,0.193,0.0,4,3,2,4,1.5399,1.5399,-0.8504,0.0
BIIB,Ribumab,2023-07-20,2023,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.193,0.0,3,2,16,3,0.7426,0.8373,-4.3356,0.0
ABBV,Dunciclib,2018-11-17,2018,BLA,0.8,0.5,0.88,0.711,0.0,0.33,0.33,0.4767,0.193,0.0,5,3,2,4,0.0,-1.5535,-3.6209,0.0
ABBV,Zollizumab,2021-01-23,2021,BLA,0.8,0.6,0.8,0.73,0.0,0.33,0.33,0.4767,0.256,0.0,5,3,10,1,0.0,-1.5385,-7.4208,0.0
REGN,Duntinib,2018-11-30,2018,NDA,1.0,1.0,0.6545,0.9309,0.0,0.33,0.33,0.7003,0.309,0.0,4,2,4,4,4.6383,4.6383,1.9636,1.0
GILD,Zoltinib,2022-04-20,2022,BLA,0.8,0.5,0.95,0.725,0.0,0.33,0.33,0.4767,0.193,0.0,2,2,16,2,0.2359,-1.4937,-3.1604,0.0
BMY,Dunmab,2020-05-22,2020,NDA,1.0,0.5,0.7,0.765,0.0,0.33,0.33,0.4767,0.193,0.0,4,2,9,2,-0.7731,-0.7731,-1.7602,0.0
MRK,Cirzumab,2018-03-19,2018,NDA,1.0,0.5,0.9,0.805,0.0,0.33,0.33,0.4767,0.162,0.0,0,3,1,1,0.0183,-0.9335,-1.08,0.0
AMGN,Tektinib,2023-02-07,2023,NDA,1.0,1.0,1.0,1.0,0.0,0.33,0.33,0.7003,0.309,0.0,1,2,24,1,-1.5574,-0.6147,-0.3461,0.0
JNJ,Tekumab,2023-03-04,2023,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.181,0.0,5,3,28,1,0.0,-0.945,-1.6071,0.0
PFE,Pallizumab,2019-05-18,2019,NDA,1.0,0.6,0.8,0.82,0.0,0.33,0.33,0.4767,0.256,0.0,5,3,6,2,0.0,0.1924,0.7454,1.0
JNJ,Mavmab,2018-07-17,2018,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.171,0.0,1,3,3,3,-1.0147,-2.525,0.1936,1.0
JNJ,Abaumab,2022-01-11,2022,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.7003,0.293,0.0,1,3,19,1,-0.8526,-1.9912,-2.4234,0.0
LLY,Dunafil,2021-01-25,2021,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.171,0.0,0,3,11,1,0.1742,-1.0501,-4.3372,0.0
AZN,Cirumab,2019-06-01,2019,BLA,0.8,1.0,0.8,0.87,0.0,0.33,0.33,0.7003,0.309,0.0,5,2,7,2,0.0,1.8206,4.4591,1.0
BMY,Abatinib,2020-03-25,2020,NDA,1.0,0.6,0.95,0.85,0.0,0.33,0.33,0.4767,0.256,0.0,2,2,8,1,5.8764,10.2128,11.0841,1.0
ABBV,Abainib,2023-09-26,2023,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.193,0.0,1,3,25,3,-0.5068,-3.1512,-4.2102,0.0
JNJ,Dunzumab,2020-03-04,2020,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.181,0.0,2,3,11,1,-1.0245,-4.9066,-8.1405,0.0
AMGN,Tekvir,2019-12-13,2019,ANDA,0.3,0.0,0.7,0.275,0.0,0.33,0.33,0.4767,0.193,0.0,4,2,9,4,2.7287,2.7287,2.6696,1.0
PFE,Abalizumab,2018-12-22,2018,ANDA,0.3,0.0,0.8,0.295,0.0,0.33,0.33,0.4767,0.193,0.0,5,3,4,4,0.0,4.0444,7.6449,1.0
MRK,Circiclib,2019-08-27,2019,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.22,0.0,1,3,3,3,1.1226,1.1108,1.3213,1.0
JNJ,Zollizumab,2021-12-01,2021,NDA,1.0,0.5,0.95,0.815,0.0,0.33,0.33,0.4767,0.181,0.0,2,3,18,4,-0.6263,3.0744,3.96,1.0
AZN,Mavafil,2023-01-29,2023,BLA,0.8,0.6,0.68,0.706,0.0,0.33,0.33,0.4767,0.256,0.0,6,2,23,1,0.0,-3.4629,-3.5237,0.0
ABBV,Narvir,2021-08-25,2021,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.193,0.0,2,3,16,3,0.0,0.1412,-6.7525,0.0
GILD,Ribzumab,2020-07-25,2020,NDA,1.0,1.0,0.8,0.96,0.0,0.33,0.33,0.7003,0.309,0.0,5,2,8,3,0.0,-1.0867,-3.7698,0.0
AMGN,Tekinib,2019-01-21,2019,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.193,0.0,0,2,6,1,0.0,-0.5,-4.9658,0.0
MRNA,Ribximab,2020-07-27,2020,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.181,0.0,0,1,10,3,1.9772,-2.8532,-2.4152,0.0
GILD,Duntinib,2019-12-11,2019,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.193,0.0,2,2,5,4,0.7148,-1.5339,-2.1891,0.0
PFE,Mavvir,2020-09-29,2020,NDA,1.0,0.6,0.85,0.83,0.0,0.33,0.33,0.4767,0.256,0.0,1,3,14,3,1.4653,0.5806,0.0,0.0
MRNA,Zolzumab,2020-08-24,2020,NDA,1.0,1.0,0.9,0.98,0.0,0.33,0.33,0.4767,0.181,0.0,0,1,11,3,2.1116,4.8551,0.0154,1.0
PFE,Velumab,2018-12-08,2018,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.193,0.0,5,3,3,4,0.0,-0.8784,-2.9054,0.0
PFE,Tekmab,2020-09-16,2020,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.193,0.0,2,3,13,3,0.1087,-2.0663,-2.1207,0.0
ABBV,Zoltinib,2023-09-11,2023,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.193,0.0,0,3,24,3,0.1543,3.0864,3.2877,1.0
MRNA,Palinib,2021-10-26,2021,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.193,0.0,1,1,16,4,-1.4057,-0.1533,0.8388,1.0
REGN,Ribzumab,2022-08-29,2022,NDA,1.0,1.0,0.765,0.953,0.0,0.33,0.33,0.7003,0.309,0.0,0,2,27,3,-0.7389,1.326,-3.1716,0.0
ABBV,Cirvir,2020-03-10,2020,NDA,1.0,0.6,1.0,0.86,0.0,0.33,0.33,0.4767,0.256,0.0,1,3,7,1,-3.0618,-2.4677,-16.5772,0.0
MRNA,Tekinib,2023-11-05,2023,NDA,1.0,1.0,0.88,0.976,0.0,0.33,0.33,0.4767,0.181,0.0,6,1,21,4,0.0,-1.0129,-2.5808,0.0
ABBV,Velafil,2023-02-02,2023,NDA,1.0,1.0,0.9,0.98,0.0,0.33,0.33,0.4767,0.181,0.0,3,3,22,1,0.2485,0.1243,2.665,1.0
ABBV,Palmab,2021-07-11,2021,BLA,0.8,1.0,0.8,0.87,0.0,0.33,0.33,0.4767,0.181,0.0,6,3,15,3,0.0,0.8827,-0.7849,0.0
ABBV,Abalizumab,2019-03-28,2019,BLA,0.8,0.5,0.765,0.688,0.0,0.33,0.33,0.4767,0.193,0.0,3,3,3,1,0.7879,1.0255,3.5643,1.0
LLY,Cirafil,2023-08-17,2023,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.7003,0.279,0.0,3,3,24,3,1.6312,2.3044,1.9232,1.0
LLY,Abainib,2020-07-03,2020,NDA,1.0,0.5,0.7,0.765,0.0,0.33,0.33,0.4767,0.162,0.0,4,3,7,3,0.0,0.0,-2.1152,0.0
PFE,Cirinib,2023-04-24,2023,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.193,0.0,0,3,22,2,-1.4533,-2.9316,-1.7539,0.0
LLY,Dunlizumab,2022-04-05,2022,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.171,0.0,1,3,15,2,4.5642,6.5643,5.3301,1.0
GILD,Abavir,2023-03-06,2023,BLA,0.8,0.5,0.9,0.715,0.0,0.33,0.33,0.4767,0.193,0.0,0,2,20,1,-1.0233,-2.6631,-1.9726,0.0
REGN,Tekumab,2023-10-08,2023,ANDA,0.3,0.0,0.88,0.311,0.0,0.33,0.33,0.4767,0.181,0.0,6,2,29,4,0.0,0.5109,1.4234,1.0
JNJ,Velinib,2019-06-05,2019,NDA,1.0,0.5,0.95,0.815,0.0,0.33,0.33,0.4767,0.181,0.0,2,3,7,2,1.7115,3.4529,5.4323,1.0
GILD,Mavzumab,2022-11-17,2022,ANDA,0.3,0.0,0.99,0.333,0.0,0.33,0.33,0.4767,0.181,0.0,3,2,19,4,0.0,0.873,3.1572,1.0
AMGN,Mavinib,2020-03-15,2020,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.193,0.0,6,2,11,1,0.0,8.586,-1.4575,0.0
MRK,Mavinib,2018-02-10,2018,BLA,0.8,0.5,0.8,0.695,0.0,0.33,0.33,0.4767,0.171,0.0,5,3,0,1,0.0,-0.9561,-0.8118,0.0
BMY,Dunvir,2022-06-11,2022,BLA,0.8,0.5,0.8,0.695,0.0,0.33,0.33,0.4767,0.193,0.0,5,2,13,2,0.0,-0.9649,3.9277,1.0
MRK,Velinib,2019-10-08,2019,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.162,0.0,1,3,4,4,1.0686,1.2607,2.1011,1.0
GILD,Zolvir,2022-09-05,2022,NDA,1.0,0.6,0.9,0.84,0.0,0.33,0.33,0.4767,0.256,0.0,0,2,18,3,0.0,2.6976,7.2882,1.0
REGN,Palximab,2022-05-19,2022,BLA,0.8,1.0,0.9,0.89,0.0,0.33,0.33,0.7003,0.309,0.0,3,2,25,2,0.6072,3.7678,4.0006,1.0
JNJ,Cirlizumab,2021-10-26,2021,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.181,0.0,1,3,17,4,-1.2127,-1.7315,-0.0965,0.0
ABBV,Tektinib,2021-02-10,2021,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.193,0.0,2,3,12,1,-0.2883,0.1442,2.1528,1.0
MRNA,Mavlizumab,2020-01-28,2020,ANDA,0.3,0.0,0.85,0.305,0.0,0.33,0.33,0.4767,0.256,0.0,1,1,6,1,-8.0948,-8.2737,-6.6637,0.0
PFE,Abamab,2020-01-21,2020,BLA,0.8,0.5,1.0,0.735,0.0,0.33,0.33,0.4767,0.193,0.0,1,3,8,1,-0.3718,-1.289,-5.4536,0.0
AZN,Palciclib,2018-12-31,2018,ANDA,0.3,0.0,0.765,0.288,0.0,0.33,0.33,0.4767,0.181,0.0,0,2,4,4,-0.4739,0.9216,2.1064,1.0
MRNA,Zolciclib,2020-11-06,2020,NDA,1.0,1.0,0.77,0.954,0.0,0.33,0.33,0.4767,0.181,0.0,4,1,14,4,7.3016,7.3016,23.3816,1.0
BIIB,Tekmab,2018-01-25,2018,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.7003,0.309,0.0,3,2,0,1,4.0058,1.34,-2.188,0.0
REGN,Circiclib,2020-11-06,2020,ANDA,0.3,0.0,0.77,0.289,0.0,0.33,0.33,0.4767,0.193,0.0,4,2,12,4,-1.8131,-1.8131,-2.0068,0.0
PFE,Velmab,2021-09-03,2021,ANDA,0.3,0.0,0.7,0.275,0.0,0.33,0.33,0.4767,0.193,0.0,4,3,16,3,-0.1921,-0.1921,-2.6687,0.0
MRK,Mavximab,2022-02-17,2022,NDA,1.0,0.6,0.9,0.84,0.0,0.33,0.33,0.4767,0.22,0.0,3,3,12,1,0.0131,-0.5369,-3.7323,0.0
GILD,Circiclib,2021-07-15,2021,BLA,0.8,1.0,0.9,0.89,0.0,0.33,0.33,0.4767,0.181,0.0,3,2,13,3,0.4832,-0.1025,0.5125,1.0
AMGN,Tekvir,2019-02-05,2019,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.256,0.0,1,2,7,1,1.301,-1.2267,0.0637,1.0
BMY,Dunafil,2018-12-01,2018,BLA,0.8,0.6,0.8,0.73,0.0,0.33,0.33,0.4767,0.256,0.0,5,2,3,4,0.0,-2.3461,-1.3138,0.0
ABBV,Palzumab,2019-12-28,2019,BLA,0.8,0.5,0.68,0.671,0.0,0.33,0.33,0.4767,0.181,0.0,5,3,6,4,0.0,0.0226,0.9941,1.0
JNJ,Zoltinib,2019-09-07,2019,BLA,0.8,0.5,0.8,0.695,0.0,0.33,0.33,0.4767,0.171,0.0,5,3,8,3,0.0,2.048,2.0402,1.0
REGN,Riblizumab,2021-01-26,2021,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.193,0.0,1,2,14,1,-5.2454,-7.3994,-8.1088,0.0
AMGN,Tektinib,2018-12-30,2018,ANDA,0.3,0.0,0.68,0.271,0.0,0.33,0.33,0.4767,0.256,0.0,6,2,5,4,0.0,-1.4229,1.7466,1.0
AZN,Palumab,2020-07-09,2020,NDA,1.0,0.5,0.9,0.805,0.0,0.33,0.33,0.4767,0.193,0.0,3,2,12,3,-0.3891,-1.3526,6.411,1.0
AMGN,Ribvir,2018-11-07,2018,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.193,0.0,2,2,3,4,-0.8097,-3.0665,-3.6737,0.0
BIIB,Ribafil,2021-07-21,2021,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.193,0.0,2,2,11,3,1.0528,2.7774,3.4741,1.0
AZN,Dunciclib,2023-07-26,2023,NDA,1.0,0.5,0.95,0.815,0.0,0.33,0.33,0.4767,0.193,0.0,2,2,26,3,-1.7873,3.3439,1.5711,1.0
ABBV,Narafil,2018-09-23,2018,NDA,1.0,0.6,0.8,0.82,0.0,0.33,0.33,0.4767,0.256,0.0,6,3,1,3,0.0,0.8135,1.6913,1.0
MRK,Velinib,2023-08-13,2023,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.171,0.0,6,3,17,3,0.0,-0.1653,0.6703,1.0
MRNA,Zollizumab,2019-03-08,2019,BLA,0.8,0.5,0.7,0.675,0.0,0.33,0.33,0.4767,0.193,0.0,4,1,1,1,-2.3889,-2.3889,4.2523,1.0
GILD,Cirlizumab,2020-08-21,2020,ANDA,0.3,0.0,0.7,0.275,0.0,0.33,0.33,0.4767,0.181,0.0,4,2,9,3,-0.6316,-0.6316,-1.8646,0.0
BIIB,Veltinib,2020-03-17,2020,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.193,0.0,1,2,6,1,-2.1748,-8.6958,-9.5408,0.0
MRNA,Velzumab,2020-02-11,2020,NDA,1.0,0.6,1.0,0.86,0.0,0.33,0.33,0.4767,0.256,0.0,1,1,7,1,-10.9602,-11.007,-11.4286,0.0
BMY,Cirinib,2021-10-21,2021,NDA,1.0,0.5,0.99,0.823,0.0,0.33,0.33,0.4767,0.181,0.0,3,2,11,4,-0.3633,0.0,-1.1763,0.0
AMGN,Mavlizumab,2023-03-27,2023,NDA,1.0,1.0,0.9,0.98,0.0,0.33,0.33,0.4767,0.181,0.0,0,2,25,1,0.7265,2.002,3.2438,1.0
LLY,Cirumab,2020-11-09,2020,NDA,1.0,1.0,0.99,0.998,0.0,0.33,0.33,0.4767,0.162,0.0,0,3,8,4,2.972,-0.4042,-0.715,0.0
BIIB,Zoltinib,2020-04-29,2020,BLA,0.8,0.5,0.8075,0.6965,0.0,0.33,0.33,0.4767,0.181,0.0,2,2,7,2,-2.5861,-2.6878,0.6793,1.0
JNJ,Narciclib,2020-06-11,2020,BLA,0.8,0.5,0.9,0.715,0.0,0.33,0.33,0.4767,0.181,0.0,3,3,12,2,0.9086,0.2698,1.8031,1.0
MRK,Velmab,2022-06-29,2022,BLA,0.8,0.5,0.8075,0.6965,0.0,0.33,0.33,0.4767,0.162,0.0,2,3,14,2,-1.4485,0.1405,0.6702,1.0
REGN,Narinib,2021-05-03,2021,NDA,1.0,1.0,0.9,0.98,0.0,0.33,0.33,0.4767,0.181,0.0,0,2,17,2,-0.704,2.0589,2.8079,1.0
AMGN,Narlizumab,2018-02-09,2018,NDA,1.0,0.6,0.7,0.8,0.0,0.33,0.33,0.4767,0.256,0.0,4,2,1,1,0.8128,0.8128,6.6168,1.0
BIIB,Mavtinib,2020-09-01,2020,BLA,0.8,0.5,1.0,0.735,0.0,0.33,0.33,0.4767,0.193,0.0,1,2,8,3,2.0912,-1.3405,-3.8785,0.0
MRK,Mavlizumab,2020-07-02,2020,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.7003,0.279,0.0,3,3,7,3,1.0155,1.0155,-2.6529,0.0
REGN,Paltinib,2019-08-16,2019,NDA,1.0,0.5,0.7,0.765,0.0,0.33,0.33,0.4767,0.193,0.0,4,2,7,3,0.5154,0.5154,-3.3687,0.0
JNJ,Velinib,2022-05-11,2022,BLA,0.8,0.5,0.95,0.725,0.0,0.33,0.33,0.4767,0.171,0.0,2,3,21,2,0.9879,1.1071,-0.3577,0.0
BIIB,Mavtinib,2021-08-05,2021,NDA,1.0,0.5,0.9,0.805,0.0,0.33,0.33,0.4767,0.193,0.0,3,2,12,3,1.0131,1.0725,1.2151,1.0
ABBV,Narlizumab,2022-09-01,2022,NDA,1.0,1.0,0.9,0.98,0.0,0.33,0.33,0.4767,0.181,0.0,3,3,21,3,-1.5673,-0.6211,1.4951,1.0
AZN,Teklizumab,2019-12-01,2019,ANDA,0.3,0.0,0.8,0.295,0.0,0.33,0.33,0.4767,0.181,0.0,6,2,9,4,0.0,-0.3721,-1.2609,0.0
AMGN,Tekvir,2020-11-20,2020,NDA,1.0,0.5,0.77,0.779,0.0,0.33,0.33,0.4767,0.181,0.0,4,2,14,4,-0.4257,-0.4257,0.7349,1.0
BIIB,Palzumab,2022-04-24,2022,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.193,0.0,6,2,13,2,0.0,-3.5425,-3.3653,0.0
REGN,Zolciclib,2021-06-01,2021,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.7003,0.309,0.0,1,2,18,2,0.4233,1.7209,0.6339,1.0
MRNA,Mavmab,2019-11-06,2019,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.193,0.0,2,1,4,4,8.4935,7.8735,13.1432,1.0
LLY,Pallizumab,2021-06-01,2021,BLA,0.8,1.0,1.0,0.91,0.0,0.33,0.33,0.4767,0.162,0.0,1,3,13,2,0.3578,1.8144,11.2287,1.0
AZN,Zolximab,2020-01-01,2020,BLA,0.8,0.5,0.95,0.725,0.0,0.33,0.33,0.4767,0.193,0.0,2,2,10,1,0.0,-1.0121,-0.8732,0.0
AMGN,Cirtinib,2018-01-22,2018,BLA,0.8,1.0,0.9,0.89,0.0,0.33,0.33,0.4767,0.181,0.0,0,2,0,1,-0.1768,-1.1698,2.9481,1.0
MRNA,Abamab,2019-12-05,2019,BLA,0.8,0.5,0.9,0.715,0.0,0.33,0.33,0.4767,0.193,0.0,3,1,5,4,-8.2364,-9.0116,-10.6105,0.0
REGN,Zolximab,2020-06-25,2020,ANDA,0.3,0.0,0.9,0.315,0.0,0.33,0.33,0.4767,0.193,0.0,3,2,9,2,-1.3872,-1.4662,0.4016,1.0
JNJ,Cirinib,2023-06-30,2023,ANDA,0.3,0.0,0.595,0.254,0.0,0.33,0.33,0.7003,0.293,0.0,4,3,31,2,-1.311,-1.311,-3.7881,0.0
MRNA,Ribciclib,2023-06-24,2023,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.193,0.0,5,1,19,2,0.0,0.2159,1.0963,1.0
LLY,Abainib,2021-01-03,2021,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.171,0.0,6,3,10,1,0.0,-0.713,12.3505,1.0
AZN,Ribumab,2022-04-12,2022,BLA,0.8,0.5,1.0,0.735,0.0,0.33,0.33,0.4767,0.181,0.0,1,2,19,2,0.5247,0.0,-0.481,0.0
REGN,Dunlizumab,2020-09-15,2020,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.193,0.0,1,2,11,3,-1.8538,-4.2525,-1.4468,0.0
AZN,Dunmab,2023-05-31,2023,BLA,0.8,0.5,0.8075,0.6965,0.0,0.33,0.33,0.4767,0.181,0.0,2,2,25,2,-0.3284,0.1642,0.3147,1.0
PFE,Palmab,2020-07-22,2020,BLA,0.8,0.5,0.95,0.725,0.0,0.33,0.33,0.4767,0.193,0.0,2,3,10,3,-0.389,-2.6452,1.8154,1.0
PFE,Velciclib,2022-12-15,2022,NDA,1.0,0.5,0.9,0.805,0.0,0.33,0.33,0.4767,0.193,0.0,3,3,21,4,-4.1224,-4.197,-3.6747,0.0
MRK,Palzumab,2020-11-16,2020,ANDA,0.3,0.0,0.99,0.333,0.0,0.33,0.33,0.4767,0.22,0.0,0,3,9,4,1.6463,0.2619,0.1247,1.0
JNJ,Velvir,2019-11-24,2019,NDA,1.0,0.5,0.88,0.801,0.0,0.33,0.33,0.4767,0.181,0.0,6,3,10,4,0.0,0.4155,0.1312,1.0
AZN,Abazumab,2021-06-13,2021,BLA,0.8,0.6,0.8,0.73,0.0,0.33,0.33,0.4767,0.256,0.0,6,2,15,2,0.0,-0.5956,-0.7658,0.0
BMY,Dunlizumab,2020-10-10,2020,ANDA,0.3,0.0,0.88,0.311,0.0,0.33,0.33,0.4767,0.181,0.0,5,2,10,4,0.0,-1.1322,-1.7144,0.0
ABBV,Zoltinib,2020-12-23,2020,ANDA,0.3,0.0,0.95,0.325,0.0,0.33,0.33,0.4767,0.181,0.0,2,3,9,4,-0.0194,0.1646,1.9268,1.0
MRNA,Mavciclib,2019-08-30,2019,BLA,0.8,0.6,0.595,0.689,0.0,0.33,0.33,0.4767,0.256,0.0,4,1,3,3,-5.4037,-5.4037,0.9536,1.0
REGN,Mavmab,2021-11-16,2021,BLA,0.8,1.0,1.0,0.91,0.0,0.33,0.33,0.4767,0.181,0.0,1,2,22,4,-0.1431,1.5449,1.0222,1.0
GILD,Mavximab,2022-08-23,2022,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.193,0.0,1,2,17,3,-0.0942,-2.0572,-1.853,0.0
AZN,Palumab,2020-07-24,2020,NDA,1.0,1.0,0.7,0.94,0.0,0.33,0.33,0.7003,0.309,0.0,4,2,13,3,1.3978,1.3978,-0.0359,0.0
PFE,Zolzumab,2023-05-04,2023,NDA,1.0,1.0,0.9,0.98,0.0,0.33,0.33,0.4767,0.181,0.0,3,3,23,2,0.6801,1.1509,-0.6365,0.0
BMY,Cirinib,2018-03-31,2018,ANDA,0.3,0.0,0.68,0.271,0.0,0.33,0.33,0.7003,0.309,0.0,5,2,1,1,0.0,1.2419,-1.8281,0.0
MRNA,Zoltinib,2019-03-04,2019,BLA,0.8,0.6,0.9,0.75,0.0,0.33,0.33,0.4767,0.256,0.0,0,1,0,1,1.1837,-2.5095,-3.267,0.0
JNJ,Mavciclib,2023-08-19,2023,ANDA,0.3,0.0,0.8,0.295,0.0,0.33,0.33,0.4767,0.181,0.0,5,3,32,3,0.0,-0.7947,-1.1157,0.0
GILD,Velinib,2021-07-11,2021,BLA,0.8,0.5,0.8,0.695,0.0,0.33,0.33,0.4767,0.193,0.0,6,2,12,3,0.0,-0.2057,0.2351,1.0
AZN,Tekzumab,2018-09-08,2018,BLA,0.8,0.6,0.8,0.73,0.0,0.33,0.33,0.4767,0.256,0.0,5,2,3,3,0.0,0.5828,-0.5033,0.0
AZN,Cirmab,2018-01-22,2018,BLA,0.8,1.0,0.9,0.89,0.0,0.33,0.33,0.7003,0.309,0.0,0,2,0,1,0.3617,0.5843,0.7791,1.0
REGN,Palximab,2020-08-28,2020,BLA,0.8,0.5,0.595,0.654,0.0,0.33,0.33,0.4767,0.193,0.0,4,2,10,3,2.8742,2.8742,-3.6923,0.0
LLY,Ribvir,2022-04-10,2022,NDA,1.0,0.5,0.8,0.785,0.0,0.33,0.33,0.4767,0.171,0.0,6,3,16,2,0.0,-2.0359,-3.282,0.0
LLY,Velafil,2019-11-16,2019,BLA,0.8,0.5,0.88,0.711,0.0,0.33,0.33,0.4767,0.171,0.0,5,3,4,4,0.0,0.9029,2.9806,1.0
LLY,Palmab,2023-06-13,2023,ANDA,0.3,0.0,1.0,0.335,0.0,0.33,0.33,0.4767,0.162,0.0,1,3,21,2,0.4487,0.4464,1.3977,1.0
MRK,Ribvir,2020-12-18,2020,ANDA,0.3,0.0,0.7,0.275,0.0,0.33,0.33,0.4767,0.162,0.0,4,3,10,4,-0.3018,-0.3018,1.1568,1.0
JNJ,Zolafil,2023-06-06,2023,NDA,1.0,0.5,1.0,0.825,0.0,0.33,0.33,0.4767,0.181,0.0,1,3,30,2,0.215,1.1569,1.6184,1.0
MRK,Velzumab,2020-08-14,2020,ANDA,0.3,0.0,0.7,0.275,0.0,0.33,0.33,0.7003,0.279,0.0,4,3,8,3,1.5333,1.5333,1.7969,1.0
AZN,Velinib,2020-08-13,2020,NDA,1.0,0.5,0.9,0.805,0.0,0.33,0.33,0.4767,0.193,0.0,3,2,14,3,-1.0932,1.1828,1.2366,1.0
JNJ,Duninib,2021-06-27,2021,ANDA,0.3,0.0,0.8,0.295,0.0,0.33,0.33,0.4767,0.171,0.0,6,3,16,2,0.0,0.439,2.4082,1.0
AZN,Abaximab,2021-12-12,2021,BLA,0.8,0.6,0.8,0.73,0.0,0.33,0.33,0.4767,0.256,0.0,6,2,18,4,0.0,2.0887,3.6277,1.0
JNJ,Ribinib,2019-09-29,2019,BLA,0.8,0.5,0.68,0.671,0.0,0.33,0.33,0.4767,0.181,0.0,6,3,9,3,0.0,2.025,2.9216,1.0
PFE,Tekvir,2023-11-18,2023,ANDA,0.3,0.0,0.88,0.311,0.0,0.33,0.33,0.7003,0.309,0.0,5,3,24,4,0.0,1.0674,0.5337,1.0
MRNA,Mavtinib,2019-07-07,2019,ANDA,0.3,0.0,0.8,0.295,0.0,0.33,0.33,0.4767,0.193,0.0,6,1,2,3,0.0,1.3296,0.2099,1.0
GILD,Zolciclib,2020-04-17,2020,NDA,1.0,1.0,0.7,0.94,0.0,0.33,0.33,0.7003,0.309,0.0,4,2,7,2,-3.2504,-3.2504,-5.1792,0.0
REGN,Dunumab,2021-06-06,2021,BLA,0.8,0.5,0.8,0.695,0.0,0.33,0.33,0.4767,0.181,0.0,6,2,19,2,0.0,1.3321,2.6719,1.0
REGN,Tekvir,2018-10-28,2018,ANDA,0.3,0.0,0.748,0.2846,0.0,0.33,0.33,0.4767,0.193,0.0,6,2,2,4,0.0,0.9102,5.5774,1.0
BMY,Circiclib,2022-06-17,2022,BLA,0.8,1.0,0.7,0.85,0.0,0.33,0.33,0.7003,0.309,0.0,4,2,14,2,3.66,3.66,7.0354,1.0
